==================== [ 데이터 갱신 완료 ] ====================

2024-08-06 16:29:43.546807 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3595000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:30:47.563977 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3601000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:31:51.492763 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3602000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:32:55.409542 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3610000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:33:59.372246 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3611000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:35:03.391306 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3612000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:36:07.387117 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3611000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:37:11.333117 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3613000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:38:15.328079 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3612000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:39:19.336612 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3616000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:40:23.617809 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3615000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:41:27.831075 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3617000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:42:31.788322 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3619000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:43:35.685910 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3626000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:44:39.627311 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3620000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:45:43.588921 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3619000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:46:47.627097 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3624000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:47:51.615583 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3630000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:48:56.383473 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3626000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:50:00.500124 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3618000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:51:04.644101 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3625000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:52:09.206060 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3625000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:53:13.242750 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3630000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:54:17.213996 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3624000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:55:21.324535 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3620000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:56:25.299634 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3625000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:57:29.283637 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3628000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:58:33.315835 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3628000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 16:59:37.288256 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3624000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 17:00:41.701937 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3622000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 17:01:45.798491 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3613000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 17:02:49.907006 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3612000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 17:03:54.021622 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3619000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 17:04:58.144153 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3614000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 17:06:02.368494 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3615000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 17:07:06.600506 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3624000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 17:08:10.529790 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3622000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 17:09:14.714792 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3612000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 17:10:18.663090 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3605000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 17:11:22.561336 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3614000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 17:12:26.547742 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3612000.0 	MA5 : 4019200.0 	Buy_yn : False
2024-08-06 17:13:30.736918 	openTime : 2024-08-07 09:00:10 	Target : 3811642.743056236 	Current : 3612000.0 	MA5 : 4019200.0 	Buy_yn : False
